Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HF,AF,HY,AY,HR,AR,Referee,PSCH,PSCD,PSCA,liga,temporada,xG_casa,xG_fora
SP1,2016-12-11,Espanol,Sp Gijon,2,1,H,4.0,3.0,13.0,10.0,1.0,2.0,0.0,0.0,,1.79,3.55,5.6,La Liga,1617,1.22846,0.585213
SP1,2016-12-12,Villarreal,Ath Madrid,3,0,H,2.0,7.0,13.0,13.0,3.0,3.0,0.0,0.0,,4.56,3.27,2.02,La Liga,1617,1.25177,0.725735
SP1,2016-12-16,Alaves,Betis,1,0,H,6.0,4.0,20.0,6.0,6.0,1.0,0.0,0.0,,2.44,3.04,3.56,La Liga,1617,0.854496,0.523568
SP1,2016-12-17,Ath Madrid,Las Palmas,1,0,H,8.0,5.0,15.0,11.0,2.0,1.0,0.0,0.0,,1.25,6.6,14.9,La Liga,1617,0.86238,0.516549
SP1,2016-12-17,Granada,Sociedad,0,2,A,5.0,9.0,9.0,11.0,0.0,1.0,0.0,0.0,,3.95,3.51,2.08,La Liga,1617,0.649888,2.10663
SP1,2016-12-17,Sevilla,Malaga,4,1,H,3.0,6.0,17.0,12.0,2.0,3.0,1.0,0.0,,1.52,4.73,6.61,La Liga,1617,2.71147,0.618725
SP1,2016-12-17,Sp Gijon,Villarreal,1,3,A,12.0,2.0,16.0,14.0,2.0,1.0,0.0,0.0,,3.81,3.27,2.21,La Liga,1617,1.18555,3.11803
SP1,2016-12-18,Barcelona,Espanol,4,1,H,5.0,2.0,11.0,16.0,0.0,3.0,0.0,0.0,,1.12,11.0,27.0,La Liga,1617,2.9504,0.468152
SP1,2016-12-18,La Coruna,Osasuna,2,0,H,5.0,1.0,8.0,16.0,1.0,3.0,0.0,0.0,,1.55,4.29,6.98,La Liga,1617,1.12829,0.426863
SP1,2016-12-18,Leganes,Eibar,1,1,D,3.0,6.0,10.0,10.0,2.0,2.0,1.0,0.0,,2.46,3.12,3.41,La Liga,1617,0.887175,0.821631
SP1,2016-12-19,Ath Bilbao,Celta,2,1,H,9.0,7.0,16.0,13.0,4.0,2.0,0.0,1.0,,1.81,3.78,4.9,La Liga,1617,1.74819,1.79023
SP1,2017-01-06,Espanol,La Coruna,1,1,D,2.0,8.0,13.0,14.0,1.0,1.0,0.0,1.0,,2.23,3.25,3.78,La Liga,1617,1.51212,0.521167
SP1,2017-01-07,Eibar,Ath Madrid,0,2,A,5.0,3.0,11.0,10.0,2.0,2.0,0.0,0.0,,5.87,3.69,1.73,La Liga,1617,0.647669,1.08182
SP1,2017-01-07,Las Palmas,Sp Gijon,1,0,H,8.0,3.0,8.0,18.0,2.0,3.0,0.0,0.0,,1.61,4.18,6.3,La Liga,1617,2.50535,0.715563
SP1,2017-01-07,Real Madrid,Granada,5,0,H,9.0,1.0,11.0,12.0,1.0,4.0,0.0,0.0,,1.07,15.5,36.5,La Liga,1617,4.18059,0.415223
SP1,2017-01-07,Sociedad,Sevilla,0,4,A,7.0,4.0,15.0,18.0,2.0,3.0,0.0,0.0,,2.56,3.42,2.96,La Liga,1617,0.437028,1.78204
SP1,2017-01-08,Ath Bilbao,Alaves,0,0,D,13.0,4.0,10.0,13.0,2.0,4.0,0.0,0.0,,1.57,4.14,7.02,La Liga,1617,1.15744,0.825588
SP1,2017-01-08,Betis,Leganes,2,0,H,4.0,2.0,10.0,20.0,2.0,6.0,0.0,0.0,,2.24,3.14,3.91,La Liga,1617,1.4196,0.345675
SP1,2017-01-08,Celta,Malaga,3,1,H,2.0,7.0,17.0,15.0,1.0,4.0,0.0,0.0,,1.95,3.58,4.37,La Liga,1617,1.81695,0.713817
SP1,2017-01-08,Villarreal,Barcelona,1,1,D,2.0,4.0,16.0,13.0,1.0,2.0,1.0,0.0,,6.64,4.75,1.52,La Liga,1617,0.358089,1.07063
SP1,2017-01-09,Osasuna,Valencia,3,3,D,7.0,3.0,19.0,13.0,2.0,5.0,0.0,0.0,,4.26,3.64,1.96,La Liga,1617,1.80424,1.45062
SP1,2017-01-14,Ath Madrid,Betis,1,0,H,9.0,2.0,15.0,17.0,1.0,3.0,0.0,0.0,,1.26,6.1,15.4,La Liga,1617,0.880766,0.429648
SP1,2017-01-14,Barcelona,Las Palmas,5,0,H,5.0,1.0,15.0,11.0,3.0,4.0,0.0,0.0,,1.12,11.4,25.5,La Liga,1617,3.95422,0.406868
SP1,2017-01-14,La Coruna,Villarreal,0,0,D,10.0,0.0,14.0,8.0,0.0,1.0,0.0,0.0,,2.82,3.24,2.8,La Liga,1617,0.523704,0.144553
SP1,2017-01-14,Leganes,Ath Bilbao,0,0,D,4.0,8.0,20.0,11.0,3.0,3.0,0.0,0.0,,3.54,3.18,2.36,La Liga,1617,1.61086,0.319775
SP1,2017-01-15,Celta,Alaves,1,0,H,7.0,4.0,19.0,10.0,4.0,3.0,0.0,1.0,,1.85,3.56,5.05,La Liga,1617,1.4187,0.558191
SP1,2017-01-15,Granada,Osasuna,1,1,D,3.0,5.0,13.0,23.0,2.0,4.0,2.0,0.0,,2.03,3.53,4.08,La Liga,1617,1.66163,1.16305
SP1,2017-01-15,Sevilla,Real Madrid,2,1,H,6.0,1.0,13.0,10.0,3.0,1.0,0.0,0.0,,3.46,3.91,2.11,La Liga,1617,0.452252,2.0699
SP1,2017-01-15,Sp Gijon,Eibar,2,3,A,2.0,4.0,13.0,16.0,4.0,0.0,0.0,0.0,,3.02,3.34,2.57,La Liga,1617,0.451995,2.47656
SP1,2017-01-15,Valencia,Espanol,2,1,H,6.0,3.0,17.0,13.0,5.0,0.0,0.0,0.0,,1.87,3.63,4.75,La Liga,1617,1.85655,0.92331
SP1,2017-01-16,Malaga,Sociedad,0,2,A,8.0,8.0,22.0,12.0,0.0,2.0,0.0,0.0,,2.31,3.46,3.35,La Liga,1617,0.67373,0.927504
SP1,2017-01-20,Las Palmas,La Coruna,1,1,D,4.0,5.0,13.0,8.0,0.0,1.0,1.0,0.0,,2.44,3.35,3.21,La Liga,1617,0.510785,0.329111
SP1,2017-01-21,Alaves,Leganes,2,2,D,4.0,3.0,9.0,20.0,3.0,2.0,0.0,0.0,,2.39,2.94,3.82,La Liga,1617,1.00747,0.448681
SP1,2017-01-21,Espanol,Granada,3,1,H,10.0,5.0,19.0,17.0,0.0,3.0,0.0,0.0,,1.62,3.94,6.77,La Liga,1617,0.833841,0.280737
SP1,2017-01-21,Real Madrid,Malaga,2,1,H,5.0,4.0,7.0,20.0,2.0,3.0,0.0,0.0,,1.14,9.95,21.5,La Liga,1617,1.98978,0.399232
SP1,2017-01-21,Villarreal,Valencia,0,2,A,7.0,2.0,14.0,17.0,2.0,2.0,0.0,0.0,,2.09,3.37,4.08,La Liga,1617,1.21498,1.46798
SP1,2017-01-22,Ath Bilbao,Ath Madrid,2,2,D,2.0,6.0,12.0,9.0,2.0,3.0,0.0,0.0,,3.8,3.24,2.23,La Liga,1617,0.67787,0.577363
SP1,2017-01-22,Betis,Sp Gijon,0,0,D,9.0,5.0,14.0,20.0,2.0,2.0,0.0,0.0,,1.67,4.0,5.9,La Liga,1617,1.22587,0.725506
SP1,2017-01-22,Eibar,Barcelona,0,4,A,8.0,5.0,12.0,4.0,3.0,1.0,0.0,0.0,,11.03,6.27,1.3,La Liga,1617,0.730002,2.43993
SP1,2017-01-22,Osasuna,Sevilla,3,4,A,3.0,6.0,14.0,8.0,5.0,3.0,0.0,0.0,,6.4,4.42,1.57,La Liga,1617,0.612007,1.16612
SP1,2017-01-22,Sociedad,Celta,1,0,H,4.0,3.0,13.0,12.0,2.0,2.0,0.0,0.0,,1.67,3.97,5.95,La Liga,1617,1.37408,0.664992
SP1,2017-01-27,Osasuna,Malaga,1,1,D,4.0,6.0,9.0,16.0,1.0,0.0,0.0,0.0,,3.31,3.41,2.35,La Liga,1617,0.814611,1.86933
SP1,2017-01-28,Alaves,Ath Madrid,0,0,D,7.0,2.0,19.0,18.0,3.0,2.0,0.0,0.0,,6.82,3.71,1.66,La Liga,1617,1.25495,0.320877
SP1,2017-01-28,Eibar,La Coruna,3,1,H,9.0,10.0,14.0,7.0,0.0,2.0,0.0,0.0,,2.31,3.38,3.44,La Liga,1617,1.44709,1.03408
SP1,2017-01-28,Leganes,Celta,0,2,A,8.0,0.0,20.0,14.0,1.0,1.0,0.0,0.0,,2.33,3.12,3.69,La Liga,1617,0.665632,0.831373
SP1,2017-01-28,Villarreal,Granada,2,0,H,7.0,4.0,11.0,18.0,3.0,2.0,0.0,0.0,,1.41,4.9,9.5,La Liga,1617,2.4514,0.317825
SP1,2017-01-29,Ath Bilbao,Sp Gijon,2,1,H,5.0,0.0,11.0,22.0,4.0,3.0,0.0,0.0,,1.34,5.64,10.15,La Liga,1617,2.01155,0.989558
SP1,2017-01-29,Betis,Barcelona,1,1,D,8.0,2.0,17.0,12.0,2.0,3.0,0.0,0.0,,12.0,6.3,1.29,La Liga,1617,1.31719,1.12935
SP1,2017-01-29,Espanol,Sevilla,3,1,H,7.0,4.0,18.0,14.0,2.0,2.0,0.0,1.0,,3.54,3.55,2.19,La Liga,1617,2.12021,1.12576
SP1,2017-01-29,Real Madrid,Sociedad,3,0,H,0.0,3.0,16.0,11.0,2.0,1.0,0.0,1.0,,1.35,5.78,9.5,La Liga,1617,1.06592,0.250453
SP1,2017-01-30,Las Palmas,Valencia,3,1,H,6.0,3.0,17.0,13.0,1.0,3.0,0.0,1.0,,2.78,3.43,2.71,La Liga,1617,0.864443,0.984988
SP1,2017-02-04,Ath Madrid,Leganes,2,0,H,3.0,6.0,10.0,15.0,1.0,1.0,0.0,0.0,,1.31,5.31,14.7,La Liga,1617,1.8677,0.725425
SP1,2017-02-04,Barcelona,Ath Bilbao,3,0,H,7.0,3.0,11.0,18.0,1.0,3.0,0.0,0.0,,1.3,6.15,11.0,La Liga,1617,1.54919,0.733014
SP1,2017-02-04,Malaga,Espanol,0,1,A,17.0,2.0,9.0,18.0,1.0,4.0,0.0,0.0,,2.14,3.49,3.76,La Liga,1617,1.46513,0.115172
SP1,2017-02-04,Valencia,Eibar,0,4,A,2.0,6.0,12.0,10.0,2.0,1.0,1.0,0.0,,1.88,3.79,4.49,La Liga,1617,0.870776,1.2508
SP1,2017-02-05,Sevilla,Villarreal,0,0,D,9.0,0.0,14.0,16.0,2.0,2.0,0.0,0.0,,1.62,4.32,5.84,La Liga,1617,1.67146,0.999917
SP1,2017-02-05,Sociedad,Osasuna,3,2,H,3.0,2.0,6.0,22.0,2.0,2.0,0.0,0.0,,1.39,5.03,9.96,La Liga,1617,1.00374,0.985019
SP1,2017-02-05,Sp Gijon,Alaves,2,4,A,8.0,4.0,20.0,20.0,7.0,3.0,0.0,0.0,,2.31,3.25,3.59,La Liga,1617,1.10417,3.304
SP1,2017-02-06,Granada,Las Palmas,1,0,H,6.0,5.0,27.0,9.0,5.0,3.0,0.0,0.0,,3.01,3.5,2.49,La Liga,1617,0.545986,0.797005
SP1,2017-02-10,Espanol,Sociedad,1,2,A,5.0,6.0,15.0,14.0,3.0,2.0,0.0,0.0,,3.01,3.2,2.66,La Liga,1617,0.287829,0.957027
SP1,2017-02-11,Alaves,Barcelona,0,6,A,3.0,9.0,16.0,9.0,1.0,3.0,0.0,0.0,,11.35,5.84,1.31,La Liga,1617,0.907655,2.96499
SP1,2017-02-11,Ath Bilbao,La Coruna,2,1,H,3.0,2.0,12.0,11.0,1.0,2.0,0.0,0.0,,1.68,3.89,5.99,La Liga,1617,1.73424,0.584147
SP1,2017-02-11,Betis,Valencia,0,0,D,4.0,6.0,15.0,17.0,4.0,3.0,0.0,0.0,,2.52,3.33,3.1,La Liga,1617,1.51524,0.291369
SP1,2017-02-11,Osasuna,Real Madrid,1,3,A,3.0,2.0,10.0,8.0,3.0,2.0,0.0,0.0,,14.1,7.06,1.24,La Liga,1617,0.891933,2.36434
SP1,2017-02-12,Ath Madrid,Celta,3,2,H,3.0,3.0,11.0,13.0,1.0,2.0,0.0,0.0,,1.39,4.96,10.07,La Liga,1617,2.48076,1.47065
SP1,2017-02-12,Las Palmas,Sevilla,0,1,A,1.0,4.0,15.0,16.0,2.0,4.0,0.0,0.0,,3.27,3.79,2.22,La Liga,1617,0.841648,1.41556
SP1,2017-02-12,Leganes,Sp Gijon,0,2,A,4.0,3.0,16.0,16.0,3.0,6.0,0.0,1.0,,1.81,3.61,5.25,La Liga,1617,0.421338,0.172436
SP1,2017-02-12,Villarreal,Malaga,1,1,D,9.0,9.0,14.0,12.0,0.0,5.0,1.0,0.0,,1.78,3.72,5.32,La Liga,1617,1.12992,0.439488
SP1,2017-02-13,Eibar,Granada,4,0,H,7.0,8.0,11.0,14.0,2.0,2.0,0.0,0.0,,1.51,4.59,7.14,La Liga,1617,4.09351,0.67033
SP1,2017-02-17,Granada,Betis,4,1,H,4.0,7.0,18.0,9.0,4.0,1.0,1.0,1.0,,3.11,3.23,2.57,La Liga,1617,1.56422,0.249724
SP1,2017-02-18,La Coruna,Alaves,0,1,A,10.0,6.0,13.0,13.0,5.0,3.0,0.0,0.0,,2.25,3.13,3.9,La Liga,1617,1.57995,1.33904
SP1,2017-02-18,Real Madrid,Espanol,2,0,H,13.0,2.0,12.0,13.0,3.0,4.0,0.0,0.0,,1.2,7.85,16.15,La Liga,1617,1.2723,0.070793
SP1,2017-02-18,Sevilla,Eibar,2,0,H,5.0,2.0,13.0,11.0,2.0,3.0,0.0,0.0,,1.51,4.76,6.7,La Liga,1617,1.81525,0.317281
SP1,2017-02-18,Sp Gijon,Ath Madrid,1,4,A,12.0,3.0,12.0,10.0,1.0,1.0,0.0,0.0,,7.59,4.36,1.52,La Liga,1617,1.62573,2.49836
SP1,2017-02-19,Barcelona,Leganes,2,1,H,4.0,4.0,8.0,18.0,1.0,3.0,0.0,0.0,,1.1,13.2,28.4,La Liga,1617,2.60098,0.840213
SP1,2017-02-19,Celta,Osasuna,3,0,H,3.0,5.0,14.0,18.0,1.0,0.0,0.0,0.0,,1.71,3.7,6.04,La Liga,1617,1.31171,0.476623
SP1,2017-02-19,Sociedad,Villarreal,0,1,A,7.0,4.0,8.0,19.0,2.0,4.0,0.0,0.0,,2.1,3.42,3.98,La Liga,1617,0.993635,0.998736
SP1,2017-02-19,Valencia,Ath Bilbao,2,0,H,3.0,1.0,17.0,11.0,0.0,1.0,0.0,0.0,,2.22,3.39,3.65,La Liga,1617,1.47536,1.2272
SP1,2017-02-20,Malaga,Las Palmas,2,1,H,2.0,6.0,23.0,14.0,3.0,3.0,1.0,0.0,,2.0,3.67,4.04,La Liga,1617,2.39662,0.574955
SP1,2017-02-22,Valencia,Real Madrid,2,1,H,3.0,11.0,12.0,18.0,5.0,2.0,0.0,0.0,,6.49,4.9,1.51,La Liga,1617,0.832853,0.99003
SP1,2017-02-24,Las Palmas,Sociedad,0,1,A,6.0,1.0,14.0,19.0,2.0,2.0,0.0,0.0,,2.71,3.32,2.87,La Liga,1617,1.71708,0.900432
SP1,2017-02-25,Alaves,Valencia,2,1,H,2.0,1.0,13.0,16.0,4.0,2.0,0.0,1.0,,2.63,3.17,3.09,La Liga,1617,1.33101,0.634332
SP1,2017-02-25,Betis,Sevilla,1,2,A,4.0,4.0,19.0,17.0,3.0,3.0,0.0,0.0,,3.75,3.53,2.13,La Liga,1617,0.552998,1.94867
SP1,2017-02-25,Eibar,Malaga,3,0,H,2.0,2.0,11.0,18.0,2.0,4.0,0.0,1.0,,1.98,3.61,4.2,La Liga,1617,1.80008,0.136305
SP1,2017-02-25,Leganes,La Coruna,4,0,H,2.0,7.0,18.0,13.0,2.0,5.0,0.0,1.0,,2.29,3.15,3.76,La Liga,1617,0.743759,1.13768
SP1,2017-02-26,Ath Bilbao,Granada,3,1,H,0.0,3.0,14.0,16.0,1.0,5.0,0.0,0.0,,1.52,4.47,7.33,La Liga,1617,1.72074,0.520455
SP1,2017-02-26,Ath Madrid,Barcelona,1,2,A,6.0,5.0,28.0,14.0,4.0,2.0,0.0,0.0,,2.98,3.51,2.51,La Liga,1617,0.775423,1.82536
SP1,2017-02-26,Espanol,Osasuna,3,0,H,10.0,2.0,11.0,10.0,1.0,4.0,0.0,1.0,,1.74,3.57,6.04,La Liga,1617,2.0636,0.134311
SP1,2017-02-26,Sp Gijon,Celta,1,1,D,7.0,5.0,9.0,17.0,2.0,4.0,1.0,0.0,,2.74,3.46,2.74,La Liga,1617,2.32319,1.18161
SP1,2017-02-26,Villarreal,Real Madrid,2,3,A,5.0,5.0,15.0,6.0,4.0,1.0,0.0,0.0,,6.11,4.26,1.61,La Liga,1617,1.12868,3.35567
SP1,2017-02-28,Malaga,Betis,1,2,A,7.0,5.0,8.0,16.0,3.0,5.0,0.0,0.0,,1.87,3.5,5.0,La Liga,1617,1.00658,1.35901
SP1,2017-02-28,Sociedad,Eibar,2,2,D,3.0,5.0,12.0,20.0,3.0,4.0,1.0,1.0,,1.81,3.57,5.38,La Liga,1617,1.97746,0.677011
SP1,2017-02-28,Valencia,Leganes,1,0,H,7.0,3.0,12.0,26.0,3.0,2.0,0.0,1.0,,1.83,3.52,5.33,La Liga,1617,1.90734,0.0399313
SP1,2017-03-01,Barcelona,Sp Gijon,6,1,H,10.0,3.0,14.0,12.0,1.0,3.0,0.0,0.0,,1.06,20.5,35.0,La Liga,1617,2.99036,1.07573
SP1,2017-03-01,Celta,Espanol,2,2,D,1.0,3.0,16.0,8.0,2.0,2.0,1.0,0.0,,1.94,3.49,4.59,La Liga,1617,0.725904,0.46046
SP1,2017-03-01,Granada,Alaves,2,1,H,4.0,4.0,19.0,15.0,6.0,4.0,0.0,2.0,,2.64,3.19,3.06,La Liga,1617,0.737167,1.09303
SP1,2017-03-01,Osasuna,Villarreal,1,4,A,8.0,2.0,10.0,13.0,3.0,3.0,0.0,0.0,,3.9,3.36,2.14,La Liga,1617,2.04719,2.12981
SP1,2017-03-01,Real Madrid,Las Palmas,3,3,D,7.0,4.0,15.0,16.0,4.0,3.0,1.0,0.0,,1.14,10.95,18.3,La Liga,1617,3.09385,2.1904
SP1,2017-03-02,La Coruna,Ath Madrid,1,1,D,7.0,2.0,14.0,10.0,2.0,1.0,0.0,0.0,,5.25,3.81,1.76,La Liga,1617,1.23691,0.370998
SP1,2017-03-02,Sevilla,Ath Bilbao,1,0,H,6.0,9.0,16.0,10.0,6.0,2.0,0.0,0.0,,1.64,4.25,5.73,La Liga,1617,1.76475,0.514869
SP1,2017-03-03,Betis,Sociedad,2,3,A,7.0,6.0,18.0,15.0,4.0,2.0,0.0,0.0,,2.55,3.17,3.2,La Liga,1617,1.0855,0.586888
SP1,2017-03-04,Barcelona,Celta,5,0,H,10.0,1.0,10.0,16.0,1.0,3.0,0.0,0.0,,1.16,10.12,17.0,La Liga,1617,2.8423,0.71755
SP1,2017-03-04,Eibar,Real Madrid,1,4,A,4.0,4.0,13.0,14.0,1.0,1.0,0.0,0.0,,4.62,4.23,1.76,La Liga,1617,1.2014,2.0593
SP1,2017-03-04,Leganes,Granada,1,0,H,7.0,4.0,17.0,19.0,3.0,2.0,0.0,0.0,,1.84,3.55,5.15,La Liga,1617,2.11012,0.0529013
SP1,2017-03-04,Villarreal,Espanol,2,0,H,1.0,1.0,13.0,18.0,2.0,2.0,0.0,0.0,,1.71,3.8,5.82,La Liga,1617,1.62938,0.841776
SP1,2017-03-05,Ath Bilbao,Malaga,1,0,H,8.0,2.0,13.0,18.0,3.0,5.0,0.0,0.0,,1.74,3.92,5.28,La Liga,1617,1.51926,0.786509
SP1,2017-03-05,Ath Madrid,Valencia,3,0,H,6.0,2.0,17.0,9.0,1.0,2.0,0.0,0.0,,1.46,4.77,7.96,La Liga,1617,1.757,0.315344
SP1,2017-03-05,Las Palmas,Osasuna,5,2,H,5.0,1.0,7.0,21.0,4.0,4.0,0.0,0.0,,1.47,4.75,7.77,La Liga,1617,1.52118,1.30591
SP1,2017-03-05,Sp Gijon,La Coruna,0,1,A,6.0,4.0,11.0,13.0,4.0,5.0,0.0,0.0,,2.59,3.45,2.91,La Liga,1617,0.924431,1.62631
SP1,2017-03-06,Alaves,Sevilla,1,1,D,2.0,2.0,12.0,16.0,2.0,5.0,0.0,0.0,,3.88,3.34,2.16,La Liga,1617,2.42054,0.532506
SP1,2017-03-08,La Coruna,Betis,1,1,D,6.0,4.0,22.0,17.0,4.0,7.0,0.0,0.0,,2.24,3.21,3.81,La Liga,1617,1.42173,0.569912
SP1,2017-03-10,Espanol,Las Palmas,4,3,H,2.0,5.0,18.0,12.0,2.0,4.0,0.0,0.0,,2.19,3.44,3.65,La Liga,1617,1.66149,1.21087
SP1,2017-03-11,Granada,Ath Madrid,0,1,A,4.0,9.0,14.0,15.0,3.0,3.0,1.0,0.0,,9.64,5.0,1.4,La Liga,1617,0.543405,1.63235
SP1,2017-03-11,Malaga,Alaves,1,2,A,5.0,3.0,17.0,13.0,2.0,1.0,0.0,1.0,,1.94,3.33,4.86,La Liga,1617,1.50045,0.625695
SP1,2017-03-11,Sevilla,Leganes,1,1,D,4.0,1.0,20.0,20.0,2.0,3.0,0.0,0.0,,1.56,4.28,6.91,La Liga,1617,1.35316,0.871554
SP1,2017-03-11,Valencia,Sp Gijon,1,1,D,7.0,9.0,15.0,20.0,3.0,5.0,0.0,0.0,,1.51,4.66,7.06,La Liga,1617,2.10881,0.926125
SP1,2017-03-12,Celta,Villarreal,0,1,A,4.0,3.0,8.0,11.0,4.0,5.0,0.0,0.0,,3.32,3.35,2.38,La Liga,1617,0.5028,0.795635
SP1,2017-03-12,La Coruna,Barcelona,2,1,H,4.0,8.0,7.0,8.0,2.0,0.0,0.0,0.0,,12.49,6.42,1.27,La Liga,1617,1.38936,1.50728
SP1,2017-03-12,Real Madrid,Betis,2,1,H,8.0,4.0,8.0,21.0,1.0,0.0,0.0,1.0,,1.14,10.3,20.75,La Liga,1617,1.00957,0.465085
SP1,2017-03-12,Sociedad,Ath Bilbao,0,2,A,8.0,3.0,15.0,22.0,3.0,6.0,0.0,0.0,,2.35,3.28,3.46,La Liga,1617,0.651635,1.90097
SP1,2017-03-13,Osasuna,Eibar,1,1,D,6.0,6.0,15.0,14.0,4.0,4.0,0.0,0.0,,3.99,3.85,1.96,La Liga,1617,1.29637,0.993742
SP1,2017-03-17,Las Palmas,Villarreal,1,0,H,8.0,5.0,14.0,14.0,2.0,2.0,0.0,1.0,,2.6,3.58,2.8,La Liga,1617,1.57565,0.339418
SP1,2017-03-18,Alaves,Sociedad,1,0,H,5.0,8.0,14.0,13.0,3.0,3.0,0.0,1.0,,2.65,3.23,3.01,La Liga,1617,2.12281,0.418478
SP1,2017-03-18,Ath Bilbao,Real Madrid,1,2,A,5.0,5.0,1.0,4.0,1.0,4.0,0.0,0.0,,5.83,4.45,1.6,La Liga,1617,1.96298,2.09036
SP1,2017-03-18,Betis,Osasuna,2,0,H,5.0,0.0,12.0,15.0,0.0,3.0,0.0,0.0,,1.46,4.78,8.01,La Liga,1617,1.90646,0.670991
SP1,2017-03-18,Eibar,Espanol,1,1,D,6.0,2.0,12.0,13.0,2.0,4.0,0.0,0.0,,1.92,3.49,4.73,La Liga,1617,0.917886,0.229115
SP1,2017-03-19,Ath Madrid,Sevilla,3,1,H,2.0,2.0,16.0,14.0,4.0,3.0,0.0,0.0,,1.6,4.28,6.17,La Liga,1617,2.48581,0.499596
SP1,2017-03-19,Barcelona,Valencia,4,2,H,6.0,3.0,4.0,12.0,3.0,4.0,0.0,1.0,,1.14,11.08,18.92,La Liga,1617,4.18605,1.02269
SP1,2017-03-19,La Coruna,Celta,0,1,A,3.0,1.0,21.0,12.0,4.0,4.0,0.0,0.0,,2.59,3.21,3.11,La Liga,1617,0.806674,0.868296
SP1,2017-03-19,Leganes,Malaga,0,0,D,6.0,7.0,11.0,16.0,4.0,2.0,0.0,0.0,,2.58,3.1,3.24,La Liga,1617,0.767247,0.380419
SP1,2017-03-19,Sp Gijon,Granada,3,1,H,6.0,3.0,12.0,14.0,2.0,4.0,0.0,0.0,,1.91,3.75,4.33,La Liga,1617,2.97883,1.16888
SP1,2017-03-31,Espanol,Betis,2,1,H,4.0,4.0,16.0,14.0,3.0,2.0,0.0,0.0,,2.3,3.21,3.66,La Liga,1617,0.434253,1.18318
SP1,2017-04-01,Malaga,Ath Madrid,0,2,A,6.0,0.0,9.0,11.0,2.0,2.0,0.0,0.0,,5.2,3.64,1.81,La Liga,1617,0.844668,1.05742
SP1,2017-04-01,Osasuna,Ath Bilbao,1,2,A,6.0,3.0,19.0,9.0,4.0,2.0,0.0,0.0,,5.5,4.19,1.67,La Liga,1617,0.536243,1.34566
SP1,2017-04-01,Sociedad,Leganes,1,1,D,7.0,0.0,10.0,16.0,2.0,3.0,0.0,0.0,,2.05,3.18,4.59,La Liga,1617,1.53494,0.391696
SP1,2017-04-01,Villarreal,Eibar,2,3,A,11.0,5.0,9.0,10.0,4.0,3.0,0.0,0.0,,1.94,3.6,4.39,La Liga,1617,1.21195,1.99175
SP1,2017-04-02,Granada,Barcelona,1,4,A,1.0,9.0,15.0,10.0,1.0,3.0,1.0,0.0,,15.4,7.95,1.21,La Liga,1617,0.513727,3.20394
SP1,2017-04-02,Real Madrid,Alaves,3,0,H,3.0,3.0,12.0,16.0,0.0,2.0,0.0,0.0,,1.14,9.99,21.99,La Liga,1617,1.54447,1.16793
SP1,2017-04-02,Sevilla,Sp Gijon,0,0,D,9.0,5.0,17.0,13.0,3.0,4.0,0.0,0.0,,1.29,6.65,10.95,La Liga,1617,0.96799,0.26865
SP1,2017-04-02,Valencia,La Coruna,3,0,H,3.0,6.0,17.0,13.0,3.0,1.0,0.0,0.0,,1.88,3.68,4.61,La Liga,1617,1.45999,1.54959
SP1,2017-04-03,Celta,Las Palmas,3,1,H,4.0,6.0,15.0,10.0,3.0,3.0,0.0,0.0,,1.93,3.87,4.13,La Liga,1617,1.96679,0.943845
SP1,2017-04-04,Ath Bilbao,Espanol,2,0,H,5.0,1.0,19.0,16.0,1.0,3.0,0.0,0.0,,1.54,4.23,7.49,La Liga,1617,2.30916,0.406301
SP1,2017-04-04,Ath Madrid,Sociedad,1,0,H,6.0,4.0,18.0,13.0,0.0,4.0,0.0,0.0,,1.38,4.93,11.05,La Liga,1617,2.8366,0.354952
SP1,2017-04-04,Betis,Villarreal,0,1,A,5.0,2.0,12.0,15.0,2.0,2.0,0.0,0.0,,2.84,3.32,2.73,La Liga,1617,0.752025,1.45363
SP1,2017-04-05,Alaves,Osasuna,0,1,A,5.0,1.0,20.0,12.0,5.0,1.0,0.0,0.0,,1.63,3.78,7.02,La Liga,1617,0.640826,0.59864
SP1,2017-04-05,Barcelona,Sevilla,3,0,H,4.0,4.0,16.0,13.0,4.0,2.0,0.0,1.0,,1.21,8.35,13.15,La Liga,1617,1.12667,0.706087
SP1,2017-04-05,La Coruna,Granada,0,0,D,6.0,3.0,14.0,10.0,1.0,4.0,0.0,0.0,,1.52,4.51,7.04,La Liga,1617,1.34824,0.409132
SP1,2017-04-05,Leganes,Real Madrid,2,4,A,4.0,4.0,14.0,16.0,2.0,1.0,0.0,0.0,,7.05,4.2,1.56,La Liga,1617,1.67468,2.43202
SP1,2017-04-05,Sp Gijon,Malaga,0,1,A,7.0,1.0,12.0,18.0,2.0,5.0,0.0,0.0,,2.83,3.46,2.65,La Liga,1617,0.809443,0.556202
SP1,2017-04-06,Eibar,Las Palmas,3,1,H,9.0,2.0,14.0,12.0,2.0,5.0,0.0,0.0,,1.68,4.35,5.1,La Liga,1617,1.84235,0.811517
SP1,2017-04-06,Valencia,Celta,3,2,H,6.0,2.0,16.0,9.0,1.0,1.0,0.0,0.0,,2.23,3.62,3.38,La Liga,1617,2.06746,1.68539
